Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
Mexico,MEX,2019,16455.648,226.28014,1237.1538
Mexico,MEX,2020,14507.214,223.57736,1475.1216
Mexico,MEX,2021,15217.7295,236.2834,1718.8848
Mexico,MEX,2022,15887.447,212.88353,1727.2013
Mexico,MEX,2023,16464.895,240.3551,1573.7828
Mongolia,MNG,1981,,0,
Mongolia,MNG,1982,,0,
Mongolia,MNG,1983,,0,
Mongolia,MNG,1984,,0,
Mongolia,MNG,1985,,0,
Mongolia,MNG,1986,,0,
Mongolia,MNG,1987,,0,
Mongolia,MNG,1988,,0,
Mongolia,MNG,1989,,0,
Mongolia,MNG,1990,,0,
Mongolia,MNG,1991,,0,
Mongolia,MNG,1992,,0,
Mongolia,MNG,1993,,0,
Mongolia,MNG,1994,,0,
Mongolia,MNG,1995,,0,
Mongolia,MNG,1996,,0,
Mongolia,MNG,1997,,0,
Mongolia,MNG,1998,,0,
Mongolia,MNG,1999,,0,
Mongolia,MNG,2000,,0,
Mongolia,MNG,2001,,0,
Mongolia,MNG,2002,,0,
Mongolia,MNG,2003,,0,
Mongolia,MNG,2004,,0,
Mongolia,MNG,2005,,0,
Mongolia,MNG,2006,,0,
Mongolia,MNG,2007,,0,
Mongolia,MNG,2008,,0,
Mongolia,MNG,2009,,0,
Mongolia,MNG,2010,,0,
Mongolia,MNG,2011,,0,
Mongolia,MNG,2012,,0,
Mongolia,MNG,2013,,0,
Mongolia,MNG,2014,,0,
Mongolia,MNG,2015,,0,
Mongolia,MNG,2016,,0,
Mongolia,MNG,2017,,0,
Mongolia,MNG,2018,,0,
Mongolia,MNG,2019,,0,
Mongolia,MNG,2020,,0,
Mongolia,MNG,2021,,0,
Mongolia,MNG,2022,,0,
Mongolia,MNG,2023,,0,
Morocco,MAR,1965,1059.203,0,268.0361
Morocco,MAR,1966,1475.3055,0,226.85628
Morocco,MAR,1967,1550.9716,0,195.31969
Morocco,MAR,1968,1609.6403,0,215.90599
Morocco,MAR,1969,1678.0184,0,271.90738
Morocco,MAR,1970,1728.0583,0,260.57446
Morocco,MAR,1971,1772.3291,0,286.6962
Morocco,MAR,1972,1876.1157,0,293.46585
Morocco,MAR,1973,2136.605,0,213.75659
Morocco,MAR,1974,2217.27,0,233.90157
Morocco,MAR,1975,2257.148,0,173.40515
Morocco,MAR,1976,2404.0864,0,166.19678
Morocco,MAR,1977,2589.9695,0,221.69525
Morocco,MAR,1978,2684.7168,0,224.15027
Morocco,MAR,1979,2917.6675,0,244.05467
Morocco,MAR,1980,2860.7783,0,227.65204
Morocco,MAR,1981,2767.2976,0,149.83752
Morocco,MAR,1982,2846.6152,0,81.52582
Morocco,MAR,1983,2863.1436,0,66.81479
Morocco,MAR,1984,2847.3623,0,49.605576
Morocco,MAR,1985,2859.4333,0,64.3426
Morocco,MAR,1986,2875.592,0,83.30297
Morocco,MAR,1987,2883.4077,0,104.790504
Morocco,MAR,1988,2981.3367,0,116.68094
Morocco,MAR,1989,3206.29,0,141.67723
Morocco,MAR,1990,3221.2292,0,146.82161
Morocco,MAR,1991,3208.6702,0,145.07988
Morocco,MAR,1992,3579.7783,0,112.2229
Morocco,MAR,1993,3621.3716,0,50.75976
Morocco,MAR,1994,3891.775,0,94.798615
Morocco,MAR,1995,3783.7856,0,67.92423
Morocco,MAR,1996,3752.968,0,214.33415
Morocco,MAR,1997,3839.615,0,224.81956
Morocco,MAR,1998,3920.4734,0,189.0689
Morocco,MAR,1999,4118.6973,0,86.5783
Morocco,MAR,2000,4032.686,0,80.981
Morocco,MAR,2001,4278.1597,0,108.46318
Morocco,MAR,2002,4336.5244,0,103.19889
Morocco,MAR,2003,4237.195,0,160.80164
Morocco,MAR,2004,4774.861,0,171.7778
Morocco,MAR,2005,5191.2812,0,110.191826
Morocco,MAR,2006,5232.947,0,107.58516
Morocco,MAR,2007,5119.291,0,106.92096
Morocco,MAR,2008,5586.19,0,107.84558
Morocco,MAR,2009,5228.139,0,257.93668
Morocco,MAR,2010,5652.3384,0,352.81168
Morocco,MAR,2011,5996.4497,0,226.17589
Morocco,MAR,2012,6055.178,0,193.94551
Morocco,MAR,2013,6007.5825,0,322.50107
Morocco,MAR,2014,6055.053,0,281.70233
Morocco,MAR,2015,6025.9453,0,342.44873
Morocco,MAR,2016,6006.062,0,355.13342
Morocco,MAR,2017,6233.538,0,347.1855
Morocco,MAR,2018,6253.0957,0,477.51132
Morocco,MAR,2019,6719.7544,0,547.7098
Morocco,MAR,2020,6110.9746,0,499.60312
Morocco,MAR,2021,6710.1064,0,546.6156
Morocco,MAR,2022,6631.5874,0,497.91846
Morocco,MAR,2023,6563.732,0,605.4186
Mozambique,MOZ,1995,,0,
Mozambique,MOZ,1996,,0,
Mozambique,MOZ,1997,,0,
Mozambique,MOZ,1998,,0,
Mozambique,MOZ,1999,,0,
Mozambique,MOZ,2017,,0,
Mozambique,MOZ,2018,,0,
Mozambique,MOZ,2019,,0,
Mozambique,MOZ,2020,,0,
Mozambique,MOZ,2021,,0,
Mozambique,MOZ,2022,,0,
Mozambique,MOZ,2023,,0,
Myanmar,MMR,1970,,0,
Myanmar,MMR,1971,,0,
Myanmar,MMR,1972,,0,
Myanmar,MMR,1973,,0,
Myanmar,MMR,1974,,0,
Myanmar,MMR,1975,,0,
Myanmar,MMR,1976,,0,
Myanmar,MMR,1977,,0,
Myanmar,MMR,1978,,0,
Myanmar,MMR,1979,,0,
Myanmar,MMR,1980,,0,
Myanmar,MMR,1981,,0,
Myanmar,MMR,1982,,0,
Myanmar,MMR,1983,,0,
Myanmar,MMR,1984,,0,
Myanmar,MMR,1985,,0,
Myanmar,MMR,1986,,0,
Myanmar,MMR,1987,,0,
Myanmar,MMR,1988,,0,
Myanmar,MMR,1989,,0,
Myanmar,MMR,1990,,0,
Myanmar,MMR,1991,,0,
Myanmar,MMR,1992,,0,
Myanmar,MMR,1993,,0,
Myanmar,MMR,1994,,0,
Myanmar,MMR,1995,,0,
Myanmar,MMR,1996,,0,
Myanmar,MMR,1997,,0,
Myanmar,MMR,1998,,0,
Myanmar,MMR,1999,,0,
Myanmar,MMR,2000,,0,
Myanmar,MMR,2001,,0,
Myanmar,MMR,2002,,0,
Myanmar,MMR,2003,,0,
Myanmar,MMR,2004,,0,
Myanmar,MMR,2005,,0,
Myanmar,MMR,2006,,0,
Myanmar,MMR,2007,,0,
Myanmar,MMR,2008,,0,
Myanmar,MMR,2009,,0,
Myanmar,MMR,2010,,0,
Myanmar,MMR,2011,,0,
Myanmar,MMR,2012,,0,
Myanmar,MMR,2013,,0,
Myanmar,MMR,2014,,0,
Myanmar,MMR,2015,,0,
Myanmar,MMR,2016,,0,
Myanmar,MMR,2017,,0,
Myanmar,MMR,2018,,0,
Myanmar,MMR,2019,,0,
Myanmar,MMR,2020,,0,
Myanmar,MMR,2021,,0,
Myanmar,MMR,2022,,0,
Myanmar,MMR,2023,,0,
Netherlands,NLD,1965,33721.645,0,0
Netherlands,NLD,1966,35679.16,0,0
Netherlands,NLD,1967,37274.477,0,0
Netherlands,NLD,1968,41196.305,6.2425795,0
Netherlands,NLD,1969,45328.902,69.38901,0
Netherlands,NLD,1970,50526.875,80.091324,0
Netherlands,NLD,1971,52675.934,87.14782,0
Netherlands,NLD,1972,60582.566,69.4249,0
Netherlands,NLD,1973,63694.586,233.79431,0
Netherlands,NLD,1974,59485.777,685.7059,0
Netherlands,NLD,1975,59339.926,692.5596,187.5985
Netherlands,NLD,1976,64218.42,798.45685,202.29498
Netherlands,NLD,1977,62647.73,759.7802,199.7495
Netherlands,NLD,1978,63357.105,825.8633,277.12698
Netherlands,NLD,1979,65201.08,705.1202,251.46053
Netherlands,NLD,1980,60650.074,843.39984,231.33252
Netherlands,NLD,1981,57201.82,730.06915,243.61418
Netherlands,NLD,1982,52635.984,773.45996,59.170574
Netherlands,NLD,1983,52690.6,708.7049,51.31643
Netherlands,NLD,1984,54479.19,729.1282,3.7576349
Netherlands,NLD,1985,55826.984,762.1724,97.59313
Netherlands,NLD,1986,58242.152,819.80066,121.78267
Netherlands,NLD,1987,59221.56,687.5636,153.3051
Netherlands,NLD,1988,59016.72,706.38403,184.16592
Netherlands,NLD,1989,58854.543,767.9324,205.41118
Netherlands,NLD,1990,60104.992,664.9231,171.01303
Netherlands,NLD,1991,60854.72,627.78973,196.84842
Netherlands,NLD,1992,61062.695,711.68756,210.75021
Netherlands,NLD,1993,61124.77,734.5383,232.40233
Netherlands,NLD,1994,60038.215,733.34216,260.39783
Netherlands,NLD,1995,62091.938,738.0966,287.89435
Netherlands,NLD,1996,64328.18,759.6597,369.1202
Netherlands,NLD,1997,63062.74,437.15768,406.4464
Netherlands,NLD,1998,62828.176,687.4405,465.0263
Netherlands,NLD,1999,61661.11,686.9639,499.5068
Netherlands,NLD,2000,62039.64,699.45996,586.3037
Netherlands,NLD,2001,64075.08,700.7441,646.62
Netherlands,NLD,2002,63691.043,682.6563,772.864
Netherlands,NLD,2003,63843.56,693.33746,759.73224
Netherlands,NLD,2004,65559.89,652.5502,1010.4441
Netherlands,NLD,2005,66299.11,675.43976,1421.3
Netherlands,NLD,2006,64614.66,580.2571,1545.087
Netherlands,NLD,2007,65239.363,695.3119,1633.4071
Netherlands,NLD,2008,63864.88,682.92615,1936.8414
Netherlands,NLD,2009,62341.004,688.4896,2238.8867
Netherlands,NLD,2010,67602.75,636.1881,2209.5332
Netherlands,NLD,2011,63664.504,656.3155,2445.274
Netherlands,NLD,2012,62190.094,613.64355,2473.6006
Netherlands,NLD,2013,60208.56,448.2306,2357.5505
Netherlands,NLD,2014,57048.688,627.33685,2270.0615
Netherlands,NLD,2015,57064.965,618.40643,2525.8599
Netherlands,NLD,2016,57739.87,594.0874,2632.1057
Netherlands,NLD,2017,57581.445,504.9701,3062.7454
Netherlands,NLD,2018,55474.54,516.22003,3408.0198
Netherlands,NLD,2019,54195.6,569.5695,4113.72
Netherlands,NLD,2020,50453.15,590.8308,5748.1445
Netherlands,NLD,2021,50498.977,549.19336,6924.211
Netherlands,NLD,2022,45617.457,592.01984,8173.932
Netherlands,NLD,2023,43976.91,563.66156,9637.402
Netherlands Antilles,ANT,1970,,0,
Netherlands Antilles,ANT,1980,,0,
Netherlands Antilles,ANT,1990,,0,
Netherlands Antilles,ANT,2000,,0,
Netherlands Antilles,ANT,2001,,0,
Netherlands Antilles,ANT,2002,,0,
Netherlands Antilles,ANT,2003,,0,
Netherlands Antilles,ANT,2004,,0,
Netherlands Antilles,ANT,2005,,0,
Netherlands Antilles,ANT,2006,,0,
Netherlands Antilles,ANT,2007,,0,
Netherlands Antilles,ANT,2008,,0,
Netherlands Antilles,ANT,2009,,0,
Netherlands Antilles,ANT,2010,,0,
New Caledonia,NCL,1995,,0,
New Caledonia,NCL,1996,,0,
New Caledonia,NCL,1997,,0,
New Caledonia,NCL,1998,,0,
New Caledonia,NCL,1999,,0,
New Caledonia,NCL,2000,,0,
New Caledonia,NCL,2001,,0,
New Caledonia,NCL,2002,,0,
New Caledonia,NCL,2003,,0,
New Caledonia,NCL,2004,,0,
New Caledonia,NCL,2005,,0,
New Caledonia,NCL,2006,,0,
New Caledonia,NCL,2007,,0,
New Caledonia,NCL,2008,,0,
New Caledonia,NCL,2009,,0,
New Caledonia,NCL,2010,,0,
New Caledonia,NCL,2011,,0,
New Caledonia,NCL,2012,,0,
New Caledonia,NCL,2013,,0,
New Caledonia,NCL,2014,,0,
New Caledonia,NCL,2015,,0,
New Caledonia,NCL,2016,,0,
New Caledonia,NCL,2017,,0,
New Caledonia,NCL,2018,,0,
New Caledonia,NCL,2019,,0,
New Caledonia,NCL,2020,,0,
New Caledonia,NCL,2021,,0,
New Caledonia,NCL,2022,,0,
New Caledonia,NCL,2023,,0,
New Zealand,NZL,1970,22920.904,0,14545.843
New Zealand,NZL,1971,22543.393,0,16078.261
New Zealand,NZL,1972,23805.973,0,16674.404
New Zealand,NZL,1973,25098.098,0,16160.178
New Zealand,NZL,1974,24188.096,0,16775.023
New Zealand,NZL,1975,22975.924,0,17927.521
New Zealand,NZL,1976,25241.035,0,16595.656
New Zealand,NZL,1977,26798.07,0,15722.57
New Zealand,NZL,1978,25452.895,0,16616.527
New Zealand,NZL,1979,23521.633,0,19128.906
New Zealand,NZL,1980,22618.482,0,20051.102
New Zealand,NZL,1981,22378.785,0,20235.043
New Zealand,NZL,1982,24854.2,0,18826.426
New Zealand,NZL,1983,24947.434,0,19972.48
New Zealand,NZL,1984,26662.799,0,20489.256
New Zealand,NZL,1985,27584.857,0,19660.656
New Zealand,NZL,1986,28910.611,0,21797.26
New Zealand,NZL,1987,29466.24,0,21523.877
New Zealand,NZL,1988,30499.025,0,22346.605
New Zealand,NZL,1989,31479.422,0,22287.035
New Zealand,NZL,1990,32142.564,0,22733.436
New Zealand,NZL,1991,32550.72,0,22075.588
New Zealand,NZL,1992,33722.297,0,20204.88
New Zealand,NZL,1993,32834.3,0,22079.123
New Zealand,NZL,1994,33611.617,0,23594.568
New Zealand,NZL,1995,33911.906,0,24583.352
New Zealand,NZL,1996,35371.164,0,23094.746
New Zealand,NZL,1997,37151.305,0,20589.727
New Zealand,NZL,1998,35017.78,0,22205.275
New Zealand,NZL,1999,36957.543,0,20413.797
New Zealand,NZL,2000,37879.395,0,21664.414
New Zealand,NZL,2001,39377.96,0,19107.162
New Zealand,NZL,2002,38642.633,0,20946.445
New Zealand,NZL,2003,37262.953,0,19471.902
New Zealand,NZL,2004,35646.418,0,21853.275
New Zealand,NZL,2005,36160.438,0,19191.807
New Zealand,NZL,2006,35877.098,0,19210.275
New Zealand,NZL,2007,35072.484,0,19282.623
New Zealand,NZL,2008,35379.906,0,18628.678
New Zealand,NZL,2009,33089.496,0,20252.309
New Zealand,NZL,2010,33106.832,0,20991.518
New Zealand,NZL,2011,32544.32,0,21343.469
New Zealand,NZL,2012,33995.746,0,19934.475
New Zealand,NZL,2013,33921.88,0,19905.852
New Zealand,NZL,2014,34671.97,0,20858.748
New Zealand,NZL,2015,33982.074,0,20954.959
New Zealand,NZL,2016,33487.688,0,21285.342
New Zealand,NZL,2017,34473.633,0,20274.14
New Zealand,NZL,2018,33098.06,0,20321.08
New Zealand,NZL,2019,33603.637,0,19568.977
New Zealand,NZL,2020,28793.12,0,18480.322
New Zealand,NZL,2021,27492.916,0,18425.56
New Zealand,NZL,2022,25443.932,0,19338.748
New Zealand,NZL,2023,26407.25,0,19333.018
New Zealand,NZL,1965,,0,12678.677
New Zealand,NZL,1966,,0,13339.383
New Zealand,NZL,1967,,0,13355.977
New Zealand,NZL,1968,,0,13963.057
New Zealand,NZL,1969,,0,13700.222
Nigeria,NGA,1965,,0,
Nigeria,NGA,1966,,0,
Nigeria,NGA,1967,,0,
Nigeria,NGA,1968,,0,
Nigeria,NGA,1969,,0,
Nigeria,NGA,1970,,0,
Nigeria,NGA,1971,,0,
Nigeria,NGA,1972,,0,
Nigeria,NGA,1973,,0,
Nigeria,NGA,1974,,0,
Nigeria,NGA,1975,,0,
Nigeria,NGA,1976,,0,
Nigeria,NGA,1977,,0,
Nigeria,NGA,1978,,0,
Nigeria,NGA,1979,,0,
Nigeria,NGA,1980,,0,
Nigeria,NGA,1981,,0,
Nigeria,NGA,1982,,0,
Nigeria,NGA,1983,,0,
Nigeria,NGA,1984,,0,
Nigeria,NGA,1985,,0,
Nigeria,NGA,1986,,0,
Nigeria,NGA,1987,,0,
Nigeria,NGA,1988,,0,
Nigeria,NGA,1989,,0,
Nigeria,NGA,1990,,0,
Nigeria,NGA,1991,,0,
Nigeria,NGA,1992,,0,
Nigeria,NGA,1993,,0,
Nigeria,NGA,1994,,0,
Nigeria,NGA,1995,,0,
Nigeria,NGA,1996,,0,
Nigeria,NGA,1997,,0,
Nigeria,NGA,1998,,0,
Nigeria,NGA,1999,,0,
Nigeria,NGA,2000,,0,
Nigeria,NGA,2001,,0,
Nigeria,NGA,2002,,0,
Nigeria,NGA,2003,,0,
Nigeria,NGA,2004,,0,
Nigeria,NGA,2005,,0,
Nigeria,NGA,2006,,0,
Nigeria,NGA,2007,,0,
Nigeria,NGA,2008,,0,
Nigeria,NGA,2009,,0,
Nigeria,NGA,2010,,0,
Nigeria,NGA,2011,,0,
Nigeria,NGA,2012,,0,
Nigeria,NGA,2013,,0,
Nigeria,NGA,2014,,0,
Nigeria,NGA,2015,,0,
Nigeria,NGA,2016,,0,
Nigeria,NGA,2017,,0,
Nigeria,NGA,2018,,0,
Nigeria,NGA,2019,,0,
Nigeria,NGA,2020,,0,
Nigeria,NGA,2021,,0,
Nigeria,NGA,2022,,0,
Nigeria,NGA,2023,,0,
North America,,1965,52763.68,38.798218,3494.1838
North America,,1966,54844.68,57.517265,3597.0742
North America,,1967,55709.547,77.91129,3846.5354
North America,,1968,58250.67,131.32993,3849.6936
North America,,1969,60143.8,139.01332,4207.283
North America,,1970,61497.777,215.61952,4194.971
North America,,1971,61538.04,392.21527,4352.2153
North America,,1972,63647.387,557.80774,4542.402
North America,,1973,65460.54,883.2057,4607.66
North America,,1974,62696.234,1136.366,4945.906
North America,,1975,59796.133,1614.1669,4771.295
North America,,1976,62240.13,1790.9309,4704.907
North America,,1977,63210.137,2344.4756,4189.5396
North America,,1978,63065.438,2560.424,4740.9995
North America,,1979,63192.242,2377.4492,4767.595
North America,,1980,60257.855,2327.7842,4713.0586
North America,,1981,57793.664,2484.3545,4719.321
North America,,1982,54293.72,2518.0813,4957.2153
North America,,1983,52886.965,2645.3247,5146.296
North America,,1984,54892.496,2897.6423,5218.7954
North America,,1985,54011.25,3344.9968,5017.9155
North America,,1986,53393.215,3605.8435,5061.755
North America,,1987,54641.5,3907.0706,4763.3125
North America,,1988,56286,4418.404,4466.428
North America,,1989,56774.973,4354.11,4702.766
North America,,1990,55447.688,4594.537,4902.489
North America,,1991,54249.312,4862.881,4897.3657
North America,,1992,54495.258,4799.552,4696.45
North America,,1993,54662.03,4760.535,4878.889
North America,,1994,55145.45,4974.188,4677.686
North America,,1995,55037.56,5084.104,5031.821
North America,,1996,56037.477,4987.941,5346.8223
North America,,1997,56169.164,4578.9175,5278.822
North America,,1998,55912.17,4728.501,4889.6514
North America,,1999,55919.406,5022.4404,4951.32
North America,,2000,56969.906,5099.535,4711.0938
North America,,2001,55382.832,5120.1953,4092.1963
North America,,2002,55416.297,5094.1787,4456.5854
North America,,2003,55253.1,4911.21,4385.6416
North America,,2004,55775.207,5044.122,4374.2134
North America,,2005,55475.535,4937.635,4524.3647
North America,,2006,54364.42,4913.4453,4640.208
North America,,2007,54760.34,4908.5796,4527.16
North America,,2008,52597.113,4834.4023,4837.812
North America,,2009,49182.754,4690.39,4934.986
North America,,2010,50272.363,4636.511,4974.875
North America,,2011,49251.824,4510.16,5523.9253
North America,,2012,47736.973,4331.7896,5396.5205
North America,,2013,48260.785,4413.175,5574.2456
North America,,2014,48147.79,4391.8335,5623.913
North America,,2015,47214.754,4309.67,5662.3867
North America,,2016,46339.105,4278.673,6011.07
North America,,2017,45862.887,4212.467,6372.8247
North America,,2018,47087.18,4173.7817,6391.813
North America,,2019,46210.402,4128.1025,6453.5586
North America,,2020,41607.4,3986.994,6685.0083
North America,,2021,43762.97,3887.9617,6930.0986
North America,,2022,44329.785,3790.7883,7414.3633
North America,,2023,43561.695,3785.6104,7303.8457
North Macedonia,MKD,1997,13647.232,0,1327.8301
North Macedonia,MKD,1998,15262.766,0,1590.9923
North Macedonia,MKD,1999,14031.511,0,2029.4972
North Macedonia,MKD,2000,13439.079,0,1697.6344
North Macedonia,MKD,2001,13239.325,0,895.6186
North Macedonia,MKD,2002,12665.978,0,1070.1388
North Macedonia,MKD,2003,13514.634,0,1923.9409
North Macedonia,MKD,2004,13154.17,0,2057.253
North Macedonia,MKD,2005,13620.195,0,2055.2656
North Macedonia,MKD,2006,13689.613,0,2255.9995
North Macedonia,MKD,2007,14409.527,0,1370.7249
North Macedonia,MKD,2008,14102.532,0,1138.4882
North Macedonia,MKD,2009,13192.985,0,1707.6849
North Macedonia,MKD,2010,12964.78,0,3224.998
North Macedonia,MKD,2011,14224.819,0,1888.188
North Macedonia,MKD,2012,13569.852,0,1364.5063
North Macedonia,MKD,2013,12257.564,0,2070.2559
North Macedonia,MKD,2014,11618.279,0,1663.8384
North Macedonia,MKD,2015,11385.05,0,2598.3494
North Macedonia,MKD,2016,11865.945,0,2631.3623
North Macedonia,MKD,2017,12289.454,0,1646.8004
North Macedonia,MKD,2018,11921.225,0,2474.9912
North Macedonia,MKD,2019,12999.659,0,1690.4691
North Macedonia,MKD,2020,11273.772,0,1851.2733
North Macedonia,MKD,2021,11706.583,0,2080.064
North Macedonia,MKD,2022,12650.971,0,1980.1394
North Macedonia,MKD,2023,13374.528,0,2701.6265
North Macedonia,MKD,1990,,0,710.25104
North Macedonia,MKD,1991,,0,1231.1768
North Macedonia,MKD,1992,,0,1242.5653
North Macedonia,MKD,1993,,0,772.97375
North Macedonia,MKD,1994,,0,1036.6461
North Macedonia,MKD,1995,,0,1193.8423
North Macedonia,MKD,1996,,0,1260.3566
Norway,NOR,1977,29283.516,0,52671.047
Norway,NOR,1978,32818.312,0,58797.312
Norway,NOR,1979,33376.31,0,64400.06
Norway,NOR,1980,32223.73,0,60513.01
Norway,NOR,1981,30650.398,0,66955.734
Norway,NOR,1982,29638.092,0,66469.69
Norway,NOR,1983,29609.66,0,75696.38
Norway,NOR,1984,30689.754,0,75636.83
Norway,NOR,1985,31951.639,0,72908.17
Norway,NOR,1986,33664.242,0,68278.516
Norway,NOR,1987,33653.043,0,72950.016
Norway,NOR,1988,32810.723,0,76484.93
Norway,NOR,1989,33116.934,0,82846.96
Norway,NOR,1990,31595.918,0,84614.59
Norway,NOR,1991,30567.412,0,76569.91
Norway,NOR,1992,30909.094,0,80651.97
Norway,NOR,1993,31820.62,0,81947.08
Norway,NOR,1994,33288.06,0,76328.13
Norway,NOR,1995,34192.664,0,82653.81
Norway,NOR,1996,36312.62,0,70321.09
Norway,NOR,1997,37362.598,0,73866.21
Norway,NOR,1998,37631.465,0,77403.51
Norway,NOR,1999,37096.613,0,80696.03
Norway,NOR,2000,36270.582,0,93578.22
Norway,NOR,2001,36410.125,0,78600.39
Norway,NOR,2002,36309.777,0,83431.375
Norway,NOR,2003,37747.066,0,67381.695
Norway,NOR,2004,37266.875,0,68671.49
Norway,NOR,2005,36151.617,0,84573.23
Norway,NOR,2006,36117.242,0,73532.76
Norway,NOR,2007,36457.68,0,81115.82
Norway,NOR,2008,34863.12,0,82934.78
Norway,NOR,2009,33499.004,0,73395.375
Norway,NOR,2010,34804.766,0,67273.59
Norway,NOR,2011,33636.227,0,68192.81
Norway,NOR,2012,33157.55,0,78790.75
Norway,NOR,2013,32855.62,0,70295.03
Norway,NOR,2014,32611.459,0,73050.93
Norway,NOR,2015,32980.098,0,73023.74
Norway,NOR,2016,31721.953,0,74936.03
Norway,NOR,2017,31809.531,0,74508.41
Norway,NOR,2018,31906.523,0,72104.35
Norway,NOR,2019,30928.984,0,65694.484
Norway,NOR,2020,28928.11,0,74671.1
Norway,NOR,2021,29114.1,0,76100.9
Norway,NOR,2022,28682.938,0,69344.59
Norway,NOR,2023,28196.826,0,72834.836
Norway,NOR,1965,,0,39271.824
Norway,NOR,1966,,0,38404.617
Norway,NOR,1967,,0,41648.008
Norway,NOR,1968,,0,46648.74
Norway,NOR,1969,,0,44092.07
Norway,NOR,1970,,0,44106.676
Norway,NOR,1971,,0,47916.73
Norway,NOR,1972,,0,50686.23
Norway,NOR,1973,,0,54401.156
Norway,NOR,1974,,0,56831.832
Norway,NOR,1975,,0,57059.42
Norway,NOR,1976,,0,60172.855
Oceania,,1965,25772.75,0,3244.4958
Oceania,,1966,26603.018,0,3250.6318
Oceania,,1967,27543.777,0,3264.8193
Oceania,,1968,28527.79,0,3371.0913
Oceania,,1969,29060.955,0,3404.1892
Oceania,,1970,31001.178,0,3695.2622
Oceania,,1971,31394.566,0,4045.0222
Oceania,,1972,32252.861,0,4089.6755
Oceania,,1973,33892.684,0,4103.809
Oceania,,1974,35030.176,0,4404.6685
Oceania,,1975,34796.38,0,4693.034
Oceania,,1976,35958.395,0,4367.676
Oceania,,1977,37516.145,0,4110.7554
Oceania,,1978,37866.297,0,4335.232
Oceania,,1979,38533.074,0,4578.1367
Oceania,,1980,38148.227,0,4544.1035
Oceania,,1981,38086.676,0,4566.09
Oceania,,1982,37624.684,0,4202.948
Oceania,,1983,36843.79,0,4228.5396
Oceania,,1984,37679.92,0,4385.388
Oceania,,1985,38201.83,0,4328.519
Oceania,,1986,38466.742,0,4566.258
Oceania,,1987,39003.01,0,4429.4785
Oceania,,1988,40115.363,0,4593.2783
Oceania,,1989,41463.82,0,4528.3594
Oceania,,1990,41661.797,0,4610.4355
Oceania,,1991,40738.188,0,4609.996
Oceania,,1992,40894.957,0,4366.8438
Oceania,,1993,41055.33,0,4620.3594
Oceania,,1994,42073.36,0,4761.1514
Oceania,,1995,42550.715,0,4817.629
Oceania,,1996,43217.168,0,4644.27
Oceania,,1997,43793.746,0,4295.6367
Oceania,,1998,43876.11,0,4453.101
Oceania,,1999,45100.977,0,4235.806
Oceania,,2000,44813.87,0,4342.5264
Oceania,,2001,44699.24,0,3948.7507
Oceania,,2002,44727.375,0,4202.8345
Oceania,,2003,44449.305,0,4057.5994
Oceania,,2004,44870.645,0,4383.6787
Oceania,,2005,44330.316,0,4144.8623
Oceania,,2006,45311.74,0,4144.838
Oceania,,2007,45494.844,0,4031.9854
Oceania,,2008,45491.074,0,3797.753
Oceania,,2009,43698.414,0,4014.4595
Oceania,,2010,42790.457,0,4212.8447
Oceania,,2011,42738.082,0,4828.2407
Oceania,,2012,41649.555,0,4566.873
Oceania,,2013,41099.562,0,4861.93
Oceania,,2014,41015.285,0,4722.569
Oceania,,2015,41002.63,0,4871.054
Oceania,,2016,40080.824,0,5226.5166
Oceania,,2017,39630.668,0,4884.2607
Oceania,,2018,38800.402,0,5474.532
Oceania,,2019,39220.125,0,5687.3853
Oceania,,2020,35482.83,0,6042.9487
Oceania,,2021,34269.82,0,6740.287
Oceania,,2022,34675.914,0,7359.498
Oceania,,2023,34227.15,0,7715.6875
Oman,OMN,1994,25534.031,0,0
Oman,OMN,1995,29375.078,0,0
Oman,OMN,1996,29626.945,0,0
Oman,OMN,1997,30043.963,0,0
Oman,OMN,1998,30345.678,0,0
Oman,OMN,1999,33996.676,0,0
Oman,OMN,2000,47317.117,0,
Oman,OMN,2001,51864.1,0,
Oman,OMN,2002,54547.508,0,
Oman,OMN,2003,55961.42,0,
Oman,OMN,2004,57277.863,0,
Oman,OMN,2005,62042.586,0,
Oman,OMN,2006,66562.555,0,
Oman,OMN,2007,65965.82,0,
Oman,OMN,2008,75738.21,0,
Oman,OMN,2009,73844.14,0,
Oman,OMN,2010,82213.055,0,
Oman,OMN,2011,80976.87,0,
Oman,OMN,2012,80129,0,
Oman,OMN,2013,83182.48,0,
Oman,OMN,2014,78766.016,0,
Oman,OMN,2015,80452.39,0,
Oman,OMN,2016,76959.766,0,
Oman,OMN,2017,77795.625,0,
Oman,OMN,2018,81653.54,0,
Oman,OMN,2019,81056.4,0,
Oman,OMN,2020,79251.336,0,
Oman,OMN,2021,86559.195,0,
Oman,OMN,2022,90213.3,0,
Oman,OMN,2023,91712.88,0,
Oman,OMN,1965,,0,
Oman,OMN,1966,,0,
Oman,OMN,1967,,0,
Oman,OMN,1968,,0,
Oman,OMN,1969,,0,
Oman,OMN,1970,,0,
Oman,OMN,1971,,0,
Oman,OMN,1972,,0,
Oman,OMN,1973,,0,
Oman,OMN,1974,,0,
Oman,OMN,1975,,0,
Oman,OMN,1976,,0,
